"BehaviorSpace results (NetLogo 6.2.2)"
"Stag_hunt_resorting_procedures_v05.nlogo"
"Empirical experiment"
"08/07/2022 20:44:28:427 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-5","5","-5","5"
,"6","0","60","55","13","0","62","55","8","0","72","70","24","3","50","35","21","0","60","48","20","2","57","43","19","6","54","42","10","0","61","53","9","0","71","69","17","0","50","35","6","0","65","60","13","0","60","50","11","0","61","53","7","0","65","60","8","0","58","48","15","0","60","48","11","0","52","44","12","0","50","37","12","0","61","50","9","0","68","62","14","0","62","54","9","0","64","59","20","1","54","44","16","0","66","60","10","0","54","42","13","0","52","37","19","0","45","28","11","0","55","42","8","0","67","61","18","0","55","40","15","0","55","47","17","0","56","46","12","0","61","54","8","0","65","58","6","0","63","58","16","0","55","44","15","1","52","38","10","0","58","49","2","0","75","72","18","0","53","37","20","5","58","42","9","0","59","50","20","0","64","61","7","0","65","53","7","0","53","37","23","3","53","45","11","0","65","59","23","6","53","40","11","0","61","53","16","3","66","63","24","10","49","32","9","1","55","45","14","1","54","46","7","0","65","58","22","3","52","41","18","0","51","33","14","0","55","42","4","0","66","63","17","0","48","30","11","0","60","48","27","4","58","49","20","3","62","52","12","0","67","59","15","1","56","40","7","0","64","56","17","2","46","26","24","3","54","43","11","0","58","48","11","0","52","36","5","0","69","67","7","0","63","53","11","0","54","45","11","0","62","54","8","0","59","47","15","5","62","53","10","0","61","51","16","0","54","46","7","0","65","60","21","1","68","63","22","4","53","42","8","0","64","57","12","0","51","41","8","0","66","61","11","0","61","55","24","3","52","41","9","0","63","56","19","1","52","37","17","0","59","52","18","2","57","49","9","0","59","49","25","7","45","26","7","1","69","63","15","1","51","40","20","4","53","42","24","3","45","27","9","0","60","52","19","4","59","51","14","0","54","38","11","0","65","59","13","0","59","51"
,"7","0","59","48","17","2","58","43","12","0","68","64","25","4","49","32","14","0","67","61","17","0","60","51","18","0","55","45","15","0","56","42","8","0","72","71","15","0","52","40","7","0","64","58","13","0","60","51","9","0","63","55","8","0","64","56","7","0","59","50","18","4","57","46","8","0","55","41","15","0","47","34","16","0","57","44","10","0","67","62","13","0","63","58","7","0","66","63","18","4","56","48","19","0","63","57","10","0","54","46","15","2","50","38","20","1","44","26","13","2","53","41","12","1","63","57","14","2","59","47","9","0","61","54","20","8","53","43","9","0","64","59","3","0","70","67","5","0","64","60","19","1","52","36","13","0","54","43","11","0","57","47","4","0","73","66","15","0","56","43","22","2","56","46","11","0","57","49","20","3","64","61","9","0","63","59","13","1","47","31","21","5","55","46","13","0","63","53","22","1","54","43","9","0","63","54","21","3","61","53","22","10","51","29","9","0","55","43","19","9","49","35","15","0","57","47","22","5","52","39","18","1","51","34","11","0","58","49","6","0","64","53","20","1","45","28","14","1","57","43","30","8","55","42","16","0","66","57","12","0","67","62","12","0","59","51","9","0","62","55","14","0","49","33","28","11","50","37","12","0","57","48","13","1","50","36","4","0","70","67","4","0","66","63","11","0","54","39","17","1","56","45","6","0","61","52","16","2","61","53","11","0","60","50","16","3","54","39","6","0","66","59","23","0","66","61","17","1","58","48","11","0","61","54","15","0","48","36","9","0","65","60","16","0","56","42","18","4","58","47","7","0","65","59","22","4","49","34","23","2","53","37","14","2","61","49","8","0","60","52","16","0","54","42","9","0","67","61","19","2","47","30","22","0","51","38","18","1","51","41","10","0","59","46","20","5","58","48","13","0","55","44","5","0","71","69","14","0","58","49"
,"5","0","61","50","8","0","67","62","10","0","70","64","26","3","48","29","21","3","60","52","19","5","58","49","18","1","55","42","18","0","53","42","11","0","69","65","17","2","50","38","8","0","63","57","14","0","59","44","9","0","63","58","7","0","65","58","4","0","62","56","18","1","57","51","14","1","49","37","16","1","46","31","17","0","56","41","13","0","64","58","9","0","67","64","9","1","64","55","18","2","56","43","18","0","64","56","14","0","50","38","16","0","49","38","13","0","51","35","7","0","59","51","14","0","61","57","17","0","56","47","10","0","60","46","20","2","53","39","15","1","58","48","4","0","69","64","4","0","65","61","18","2","53","36","16","0","51","42","12","0","56","45","6","0","71","67","16","3","55","43","18","0","60","49","13","0","55","49","23","4","61","55","11","3","61","53","11","0","49","29","16","0","60","51","14","2","62","52","24","2","52","36","9","0","63","58","19","0","63","58","24","2","49","40","9","0","55","41","13","0","55","47","14","0","58","49","18","2","56","44","17","3","52","39","7","0","62","53","7","0","63","57","16","0","49","31","16","0","55","44","30","4","55","41","14","1","68","62","14","0","65","57","16","1","55","45","7","0","64","55","16","0","47","32","25","3","53","45","9","0","60","54","18","1","45","24","6","0","68","62","5","0","65","61","9","0","56","49","14","0","59","49","9","0","58","49","15","0","62","52","9","0","62","56","14","0","56","45","7","0","65","60","20","0","69","63","17","2","58","49","11","1","61","46","21","0","42","21","9","0","65","59","14","0","58","46","21","1","55","45","8","0","64","56","21","3","50","38","10","0","66","62","12","4","63","56","7","0","61","54","20","6","50","33","9","0","67","63","19","1","47","34","12","0","61","51","21","1","48","34","13","0","56","45","13","0","65","56","17","1","51","32","10","0","66","62","11","0","61","49"
,"9","1","57","49","13","0","62","55","9","0","71","69","29","4","45","26","23","1","58","49","17","2","60","49","17","3","56","45","12","0","59","46","10","0","70","62","13","0","54","42","9","0","62","51","10","0","63","53","13","0","59","52","3","0","69","62","4","0","62","55","17","0","58","44","14","4","49","33","13","0","49","30","14","2","59","48","12","0","65","61","11","0","65","62","11","0","62","52","18","0","56","41","16","2","66","60","13","1","51","36","15","0","50","35","20","1","44","22","11","0","55","44","11","0","64","55","19","2","54","44","18","3","52","42","19","2","54","47","17","2","56","44","14","2","59","49","3","0","66","61","18","1","53","40","11","0","56","42","10","0","58","49","5","0","72","68","16","0","55","46","15","1","63","59","20","2","48","32","15","3","69","63","12","0","60","50","12","0","48","34","14","4","62","52","9","0","67","63","19","1","57","45","7","0","65","56","22","9","60","54","25","4","48","32","6","0","58","48","10","0","58","50","15","0","57","47","22","6","52","38","13","0","56","44","9","0","60","52","5","0","65","59","16","0","49","33","13","3","58","44","26","2","59","50","19","0","63","58","13","0","66","62","11","0","60","49","9","0","62","58","10","0","53","42","23","5","55","45","12","0","57","47","12","0","51","35","7","0","67","59","6","0","64","61","16","0","49","30","12","0","61","53","9","1","58","46","13","0","64","58","14","0","57","47","13","0","57","46","7","0","65","52","25","3","64","58","22","4","53","40","12","0","60","52","9","0","54","44","11","2","63","56","13","0","59","49","27","7","49","34","9","0","63","52","21","2","50","38","14","0","62","55","17","5","58","51","5","0","63","59","18","3","52","39","6","0","70","61","14","0","52","39","15","1","58","51","16","0","53","38","9","0","60","53","14","1","64","59","15","2","53","40","7","0","69","67","11","0","61","55"
,"7","0","59","43","12","3","63","57","7","0","73","71","15","0","59","52","16","0","65","60","15","1","62","54","14","0","59","44","14","0","57","48","8","0","72","67","16","1","51","37","7","0","64","59","14","0","59","48","10","0","62","53","6","0","66","58","3","0","63","54","18","1","57","49","10","0","53","41","9","0","53","48","19","1","54","43","9","0","68","60","9","0","67","62","8","0","65","60","20","5","54","45","18","1","64","59","12","0","52","39","18","5","47","33","16","2","48","32","8","0","58","46","6","0","69","64","18","4","55","42","13","1","57","51","18","0","55","46","15","0","58","46","6","0","67","63","6","0","63","53","16","0","55","43","19","3","48","33","10","0","58","47","3","0","74","71","18","4","53","38","14","0","64","60","12","0","56","44","21","0","63","59","14","0","58","42","16","2","44","30","18","5","58","45","15","0","61","49","13","0","63","58","8","1","64","58","22","3","60","48","24","1","49","35","10","0","54","44","18","5","50","38","9","2","63","60","19","4","55","44","16","1","53","40","11","0","58","52","6","0","64","56","18","0","47","31","14","2","57","49","29","3","56","44","17","2","65","58","16","0","63","55","10","1","61","53","8","0","63","54","13","0","50","37","28","9","50","33","12","0","57","45","13","0","50","35","7","0","67","62","6","0","64","57","10","0","55","37","12","0","61","53","13","2","54","45","19","3","58","50","10","0","61","54","17","2","53","41","7","0","65","61","26","5","63","61","21","5","54","43","12","0","60","56","18","0","45","27","8","0","66","58","9","0","63","56","21","3","55","39","9","0","63","55","20","4","51","36","14","0","62","55","14","0","61","55","5","0","63","54","18","1","52","38","7","0","69","64","17","1","49","36","20","5","53","40","18","4","51","34","9","0","60","53","11","0","67","62","14","0","54","44","7","0","69","63","12","0","60","53"
,"7","0","59","51","12","0","63","54","9","0","71","65","24","2","50","35","23","3","58","46","15","2","62","54","20","4","53","39","9","0","62","52","13","0","67","57","16","3","51","33","9","0","62","56","12","0","61","54","11","1","61","57","7","0","65","63","4","0","62","52","14","1","61","53","13","0","50","39","12","0","50","32","13","0","60","49","8","0","69","64","10","0","66","60","15","0","58","50","19","2","55","46","12","1","70","66","12","0","52","41","19","4","46","25","20","3","44","29","10","1","56","44","10","0","65","61","19","5","54","44","14","1","56","47","17","3","56","47","13","0","60","51","7","0","66","63","3","0","66","60","16","0","55","42","11","1","56","44","11","0","57","39","4","0","73","71","16","0","55","44","17","1","61","54","13","0","55","36","20","2","64","52","11","0","61","52","9","0","51","33","18","2","58","48","10","0","66","60","21","6","55","41","11","2","61","50","16","0","66","59","25","8","48","31","12","0","52","30","17","0","51","36","11","0","61","56","16","1","58","46","17","5","52","41","11","0","58","43","7","0","63","59","19","1","46","31","15","1","56","51","27","10","58","50","23","2","59","49","20","4","59","47","13","0","58","47","11","0","60","54","11","0","52","40","30","12","48","35","12","0","57","45","16","1","47","28","5","0","69","62","9","0","61","53","9","0","56","42","13","0","60","50","12","0","55","48","14","0","63","58","13","0","58","45","9","0","61","53","8","0","64","58","27","9","62","56","22","3","53","39","12","0","60","52","13","0","50","31","11","0","63","49","9","0","63","60","23","1","53","44","12","1","60","53","19","0","52","40","14","0","62","54","10","0","65","57","8","0","60","51","21","0","49","30","8","0","68","65","15","0","51","30","20","5","53","39","16","0","53","38","8","0","61","53","14","0","64","55","13","1","55","45","8","0","68","65","9","0","63","56"
,"6","0","60","51","16","3","59","48","11","0","69","65","24","3","50","32","23","1","58","48","23","1","54","39","16","0","57","46","8","0","63","56","13","0","67","63","16","1","51","43","8","0","63","54","10","0","63","59","11","0","61","49","7","0","65","59","5","0","61","56","17","0","58","47","11","0","52","39","12","0","50","35","16","0","57","48","10","0","67","63","10","0","66","60","9","0","64","55","16","2","58","49","22","4","60","49","13","0","51","43","14","0","51","37","14","0","50","39","11","5","55","42","10","0","65","59","17","1","56","49","15","4","55","39","17","4","56","49","12","0","61","52","6","0","67","60","4","0","65","56","18","2","53","35","8","0","59","50","10","0","58","49","4","0","73","70","19","3","52","41","21","4","57","48","12","0","56","50","17","0","67","63","11","0","61","55","14","0","46","34","13","1","63","59","12","0","64","52","16","1","60","50","11","0","61","55","17","0","65","58","19","6","54","45","5","0","59","54","14","1","54","41","13","0","59","45","14","2","60","56","16","0","53","43","9","0","60","51","6","0","64","58","19","4","46","28","9","0","62","51","28","10","57","48","19","3","63","57","15","1","64","59","13","0","58","47","9","0","62","54","15","0","48","34","23","7","55","37","12","0","57","46","14","0","49","38","6","0","68","61","7","0","63","56","14","0","51","41","11","0","62","56","11","0","56","46","13","0","64","58","13","0","58","49","17","2","53","37","5","0","67","63","23","2","66","59","18","0","57","45","13","0","59","51","14","0","49","34","11","0","63","55","12","0","60","55","21","1","55","44","6","0","66","62","17","1","54","43","14","0","62","52","16","0","59","50","8","0","60","51","20","1","50","38","7","0","69","63","16","1","50","38","19","1","54","40","14","1","55","49","9","0","60","51","16","1","62","52","15","0","53","33","6","0","70","64","7","0","65","59"
,"6","0","60","51","11","0","64","57","7","0","73","72","24","6","50","35","22","1","59","49","20","0","57","46","22","2","51","43","12","0","59","49","10","1","70","65","11","0","56","42","7","0","64","57","15","2","58","48","9","0","63","58","7","0","65","55","4","0","62","56","15","0","60","49","14","0","49","32","16","0","46","29","13","1","60","52","12","0","65","55","12","0","64","59","10","1","63","50","23","7","51","34","17","5","65","57","11","0","53","39","16","3","49","37","22","4","42","26","6","0","60","53","8","0","67","62","21","0","52","39","15","1","55","44","19","1","54","44","10","0","63","54","6","0","67","62","7","0","62","52","14","0","57","49","10","0","57","45","9","0","59","48","3","0","74","72","21","1","50","35","20","3","58","47","11","0","57","43","18","2","66","61","13","1","59","49","13","2","47","33","22","6","54","43","7","0","69","67","19","1","57","49","12","0","60","54","13","0","69","64","26","10","47","36","9","0","55","44","12","0","56","41","9","0","63","59","19","0","55","45","16","0","53","40","12","0","57","46","7","0","63","56","20","1","45","28","15","0","56","42","33","7","52","39","20","0","62","53","13","0","66","59","13","0","58","49","10","0","61","54","16","2","47","28","29","7","49","36","11","1","58","50","13","0","50","34","3","0","71","67","4","0","66","57","14","0","51","37","13","1","60","50","12","0","55","48","14","0","63","57","12","0","59","45","17","4","53","38","5","0","67","62","26","3","63","53","21","4","54","42","14","4","58","51","12","0","51","40","9","0","65","59","16","0","56","45","21","6","55","45","7","0","65","59","22","0","49","32","21","3","55","46","19","4","56","49","8","0","60","52","16","0","54","41","14","0","62","56","12","0","54","46","18","2","55","43","19","1","50","34","8","0","61","49","14","1","64","61","13","0","55","44","9","0","67","60","6","0","66","58"
,"7","0","59","48","11","0","64","57","10","0","70","65","24","6","50","29","18","2","63","56","17","3","60","55","17","0","56","41","15","0","56","48","10","0","70","63","12","0","55","46","6","0","65","62","12","1","61","53","12","0","60","50","8","0","64","57","4","0","62","59","15","0","60","49","10","3","53","46","14","0","48","30","14","0","59","53","8","0","69","65","11","0","65","60","12","0","61","51","17","0","57","43","13","0","69","65","10","0","54","46","18","3","47","31","18","1","46","30","10","0","56","45","14","5","61","52","24","4","49","36","16","0","54","45","17","1","56","42","13","2","60","50","3","0","70","67","3","0","66","58","19","0","52","41","16","0","51","34","10","0","58","47","3","0","74","72","19","1","52","36","15","1","63","50","12","0","56","41","20","1","64","57","10","0","62","55","7","0","53","40","16","4","60","49","12","0","64","59","17","0","59","48","11","0","61","56","19","5","63","57","22","3","51","39","9","0","55","40","18","1","50","32","12","0","60","51","25","5","49","40","10","0","59","51","7","0","62","54","3","0","67","58","15","0","50","39","11","1","60","48","37","11","48","24","23","0","59","49","13","1","66","64","16","0","55","45","8","0","63","55","16","0","47","25","25","6","53","41","8","1","61","54","12","0","51","35","4","0","70","65","3","0","67","64","21","2","44","32","10","0","63","54","8","0","59","49","19","2","58","49","8","0","63","60","14","0","56","43","6","0","66","59","27","7","62","55","17","4","58","44","11","0","61","54","13","0","50","38","8","0","66","60","11","0","61","54","19","2","57","44","11","0","61","54","21","3","50","38","11","0","65","57","10","0","65","62","7","0","61","51","22","4","48","30","12","0","64","54","20","4","46","28","19","0","54","41","22","2","47","29","6","0","63","58","10","0","68","60","14","2","54","40","10","0","66","61","11","0","61","52"
,"8","0","58","52","7","0","68","66","8","0","72","65","27","6","47","32","19","2","62","56","20","2","57","49","9","0","64","61","12","2","59","51","13","0","67","63","18","5","49","31","10","0","61","51","11","0","62","51","6","0","66","61","7","0","65","55","4","0","62","56","16","0","59","50","13","0","50","36","14","2","48","33","13","0","60","56","8","0","69","62","9","0","67","62","8","0","65","58","20","0","54","40","12","0","70","63","11","0","53","40","20","3","45","28","14","0","50","37","11","0","55","38","9","0","66","60","19","2","54","45","15","0","55","40","21","4","52","41","10","0","63","58","6","0","67","63","6","0","63","57","14","0","57","46","14","0","53","40","13","0","55","43","3","0","74","72","13","1","58","44","16","0","62","51","8","0","60","58","18","2","66","58","10","1","62","56","9","0","51","32","17","1","59","51","14","0","62","53","16","2","60","52","9","0","63","57","16","0","66","58","24","2","49","38","9","0","55","42","15","2","53","44","16","1","56","43","17","1","57","50","18","0","51","37","15","1","54","43","2","0","68","64","17","0","48","32","15","0","56","42","32","13","53","44","26","2","56","46","16","0","63","57","18","2","53","45","8","0","63","56","12","0","51","32","30","11","48","30","12","0","57","39","17","1","46","30","4","0","70","68","7","0","63","54","13","0","52","40","12","0","61","56","5","0","62","55","15","1","62","51","11","0","60","51","12","0","58","47","6","0","66","58","26","10","63","63","19","1","56","44","9","0","63","54","19","3","44","24","9","0","65","61","12","0","60","50","19","0","57","48","8","0","64","58","22","2","49","32","10","0","66","58","13","0","62","53","6","0","62","52","21","5","49","31","7","0","69","65","14","0","52","39","18","0","55","43","14","1","55","40","12","0","57","50","12","0","66","61","13","0","55","46","5","0","71","69","10","0","62","53"
,"9","0","57","47","16","1","59","47","7","0","73","72","24","5","50","41","25","5","56","41","18","2","59","51","12","0","61","52","15","0","56","45","4","0","76","75","10","0","57","49","3","0","68","65","11","0","62","53","13","3","59","50","7","0","65","56","5","0","61","55","17","2","58","50","12","0","51","37","14","1","48","32","15","0","58","46","10","0","67","58","11","0","65","58","7","0","66","59","25","3","49","34","13","0","69","65","12","1","52","36","16","1","49","36","16","0","48","23","9","0","57","49","10","0","65","58","13","0","60","51","11","0","59","51","12","2","61","53","9","0","64","59","7","0","66","57","7","0","62","55","15","2","56","44","13","0","54","40","14","0","54","40","6","0","71","66","15","0","56","44","21","6","57","48","12","0","56","43","19","1","65","60","14","0","58","52","13","5","47","32","22","9","54","39","15","1","61","53","26","9","50","36","7","0","65","59","20","3","62","55","18","1","55","43","7","0","57","42","15","0","53","36","12","0","60","50","19","1","55","42","14","0","55","45","11","0","58","48","3","0","67","61","22","1","43","25","15","3","56","44","24","7","61","52","18","1","64","57","16","0","63","57","12","0","59","47","12","0","59","49","14","1","49","36","27","5","51","39","10","0","59","52","12","0","51","38","4","0","70","63","7","0","63","56","15","0","50","35","10","0","63","59","7","0","60","49","14","0","63","60","16","0","55","41","14","2","56","34","7","0","65","59","26","7","63","57","19","4","56","43","13","0","59","51","16","0","47","28","8","0","66","62","11","0","61","54","28","9","48","33","9","0","63","59","24","2","47","26","13","0","63","60","11","1","64","55","7","0","61","55","15","0","55","46","4","0","72","65","18","2","48","35","21","3","52","43","21","5","48","29","6","0","63","57","18","1","60","49","14","0","54","43","5","0","71","67","10","0","62","55"
,"4","0","62","54","9","0","66","58","6","0","74","69","26","3","48","33","17","0","64","56","19","5","58","51","20","0","53","42","13","3","58","48","9","0","71","67","15","0","52","42","4","0","67","58","13","0","60","48","9","0","63","57","6","0","66","65","6","0","60","51","13","0","62","57","14","0","49","28","11","0","51","34","12","0","61","52","8","0","69","65","11","0","65","57","7","0","66","63","18","3","56","50","12","0","70","67","10","0","54","45","17","0","48","28","11","0","53","43","12","0","54","43","10","0","65","60","15","0","58","48","11","0","59","54","17","0","56","42","13","0","60","57","8","0","65","59","6","0","63","58","15","1","56","45","13","0","54","45","11","0","57","46","4","0","73","72","14","1","57","43","21","0","57","46","16","1","52","40","16","1","68","65","12","2","60","52","14","2","46","27","18","2","58","49","12","0","64","58","18","0","58","47","9","0","63","57","20","6","62","57","25","2","48","36","12","0","52","39","14","1","54","45","13","0","59","52","22","5","52","35","17","2","52","39","10","0","59","49","5","0","65","58","20","3","45","31","10","0","61","55","27","1","58","44","23","5","59","51","9","0","70","62","11","0","60","49","10","0","61","52","15","2","48","31","28","10","50","42","13","1","56","49","15","0","48","25","5","0","69","63","3","0","67","64","15","0","50","40","15","1","58","48","6","0","61","52","14","2","63","59","12","0","59","56","12","0","58","51","5","0","67","61","27","7","62","52","15","0","60","54","17","2","55","47","18","0","45","32","10","0","64","56","9","0","63","54","25","9","51","36","9","0","63","51","23","2","48","32","11","0","65","63","11","0","64","57","12","0","56","49","22","4","48","30","10","1","66","62","18","1","48","33","22","0","51","34","15","0","54","35","5","0","64","58","16","0","62","53","16","1","52","35","6","0","70","67","12","0","60","49"
,"7","0","59","51","13","0","62","57","9","0","71","65","22","3","52","33","20","0","61","52","20","4","57","43","15","0","58","49","10","0","61","50","10","0","70","66","17","1","50","33","7","0","64","58","12","0","61","58","13","0","59","49","5","0","67","62","6","0","60","51","18","3","57","50","11","0","52","37","13","0","49","37","15","0","58","46","7","0","70","66","13","0","63","57","6","0","67","59","22","5","52","36","11","0","71","69","12","1","52","34","14","1","51","33","14","0","50","32","10","1","56","43","5","0","70","68","21","2","52","37","15","0","55","46","18","3","55","46","13","0","60","50","5","0","68","61","6","0","63","55","15","0","56","49","15","1","52","43","13","0","55","43","3","0","74","73","15","0","56","44","13","0","65","56","11","0","57","46","22","4","62","52","10","0","62","52","12","0","48","32","18","0","58","51","12","0","64","53","20","4","56","44","11","2","61","52","13","2","69","65","14","0","59","52","9","0","55","40","16","0","52","38","13","0","59","44","18","1","56","49","15","1","54","39","9","0","60","53","5","0","65","60","18","0","47","30","12","0","59","52","28","5","57","39","16","0","66","61","15","0","64","60","13","1","58","51","10","0","61","55","12","0","51","38","25","1","53","43","10","0","59","48","13","0","50","37","5","0","69","60","6","0","64","57","9","0","56","45","12","0","61","54","9","0","58","46","12","0","65","56","12","0","59","46","14","0","56","44","7","0","65","58","23","4","66","55","19","1","56","40","12","1","60","54","18","0","45","30","13","0","61","53","12","0","60","50","24","6","52","41","11","0","61","48","23","10","48","33","13","0","63","53","14","1","61","52","7","0","61","49","17","0","53","39","10","3","66","61","17","0","49","29","17","0","56","46","15","1","54","42","9","0","60","52","13","0","65","58","11","0","57","47","8","0","68","64","9","0","63","55"
,"7","0","59","52","10","0","65","59","3","0","77","76","22","1","52","45","23","0","58","49","20","3","57","47","13","1","60","52","13","1","58","52","13","3","67","61","14","2","53","41","11","0","60","52","14","4","59","50","10","0","62","56","5","0","67","58","5","0","61","53","17","2","58","49","12","0","51","35","12","0","50","42","16","0","57","42","9","0","68","66","15","2","61","54","6","0","67","62","15","0","59","49","15","0","67","61","9","0","55","48","10","1","55","47","16","2","48","37","10","0","56","42","12","1","63","56","16","0","57","49","11","1","59","48","19","1","54","38","13","1","60","50","6","0","67","63","7","0","62","55","20","0","51","35","19","3","48","27","10","0","58","43","3","0","74","73","17","4","54","41","14","1","64","54","17","0","51","41","18","3","66","60","12","0","60","50","14","0","46","34","13","0","63","50","15","0","61","51","21","3","55","43","11","0","61","56","15","3","67","62","22","3","51","38","8","0","56","45","17","0","51","31","12","0","60","49","19","0","55","48","20","1","49","35","14","2","55","42","3","0","67","62","16","0","49","36","16","0","55","46","30","16","55","49","22","3","60","49","17","0","62","54","15","0","56","41","8","0","63","55","12","0","51","37","27","3","51","38","11","0","58","52","17","0","46","32","5","0","69","64","2","0","68","65","12","0","53","41","12","0","61","55","12","0","55","47","12","0","65","59","11","0","60","54","17","2","53","42","7","0","65","63","20","2","69","64","17","1","58","51","13","0","59","48","17","0","46","24","8","0","66","62","13","0","59","49","22","8","54","43","11","1","61","54","21","5","50","33","16","1","60","51","12","0","63","57","7","0","61","57","21","8","49","33","7","0","69","64","17","1","49","34","14","1","59","53","15","0","54","46","6","0","63","55","14","2","64","58","16","3","52","42","6","0","70","62","13","2","59","54"
,"10","0","56","47","16","0","59","51","8","0","72","69","23","2","51","33","14","0","67","63","14","4","63","57","18","4","55","44","11","0","60","49","8","0","72","69","16","1","51","39","10","0","61","52","15","0","58","50","13","1","59","50","8","0","64","59","7","0","59","49","19","5","56","47","12","0","51","39","13","1","49","37","13","1","60","53","10","0","67","57","11","0","65","60","8","0","65","59","16","1","58","50","16","0","66","59","12","2","52","41","16","2","49","28","19","3","45","30","11","0","55","45","11","1","64","59","21","1","52","44","12","0","58","52","20","1","53","42","12","0","61","58","5","0","68","63","4","0","65","54","18","1","53","45","10","0","57","49","8","0","60","49","2","0","75","73","21","1","50","40","17","0","61","53","14","0","54","39","22","8","62","59","17","2","55","41","11","0","49","35","20","5","56","43","14","3","62","53","19","0","57","45","9","0","63","56","20","1","62","51","22","5","51","39","5","0","59","49","15","1","53","42","11","0","61","51","18","0","56","42","15","3","54","38","14","0","55","44","4","0","66","59","21","2","44","17","14","2","57","46","26","5","59","48","22","7","60","48","15","3","64","58","8","0","63","55","9","0","62","50","11","4","52","35","30","13","48","35","10","0","59","50","20","0","43","23","5","0","69","67","5","0","65","61","14","2","51","33","10","0","63","55","11","0","56","42","13","3","64","56","11","0","60","49","14","0","56","45","7","0","65","63","27","5","62","51","16","1","59","48","13","0","59","49","17","0","46","25","11","0","63","57","15","1","57","48","25","6","51","32","6","0","66","60","19","0","52","40","12","0","64","56","13","0","62","52","6","0","62","55","16","0","54","39","8","0","68","62","14","1","52","38","18","4","55","46","18","4","51","34","7","0","62","56","15","1","63","59","13","0","55","41","8","0","68","64","5","0","67","65"
,"4","0","62","56","11","0","64","54","12","1","68","62","15","1","59","49","17","3","64","57","18","1","59","54","17","4","56","39","11","0","60","52","10","0","70","70","10","0","57","44","7","0","64","57","13","0","60","51","9","0","63","55","10","0","62","52","6","0","60","54","18","2","57","48","9","0","54","41","15","0","47","33","15","0","58","49","9","0","68","63","12","0","64","62","9","0","64","56","18","0","56","44","10","0","72","70","11","0","53","43","16","0","49","38","15","0","49","39","10","0","56","45","14","1","61","55","19","3","54","39","12","0","58","49","22","1","51","34","10","0","63","57","5","0","68","67","4","0","65","58","18","4","53","43","15","0","52","37","13","0","55","43","2","0","75","75","20","1","51","35","23","2","55","46","11","1","57","43","18","0","66","64","12","0","60","52","11","0","49","35","20","8","56","47","11","0","65","57","19","2","57","48","10","0","62","52","16","0","66","62","24","2","49","35","8","0","56","48","16","3","52","42","8","0","64","57","17","0","57","45","17","3","52","44","7","0","62","50","1","0","69","67","19","3","46","29","13","0","58","53","34","15","51","37","21","1","61","54","15","2","64","61","13","0","58","54","8","0","63","60","12","0","51","36","22","2","56","42","15","1","54","40","11","0","52","37","5","0","69","65","3","0","67","61","7","0","58","45","13","0","60","50","11","0","56","46","13","1","64","55","12","1","59","50","14","0","56","48","6","0","66","57","26","4","63","57","22","0","53","41","10","0","62","53","20","3","43","23","6","0","68","63","12","1","60","51","26","2","50","35","8","0","64","60","26","4","45","26","13","0","63","57","11","0","64","60","9","0","59","51","18","0","52","42","8","0","68","61","17","1","49","32","18","4","55","45","14","2","55","40","9","0","60","50","17","0","61","53","13","1","55","44","10","0","66","60","11","0","61","51"
,"9","0","57","48","13","1","62","53","7","0","73","69","19","1","55","46","19","0","62","51","20","2","57","47","11","0","62","54","17","0","54","42","8","0","72","68","11","0","56","48","7","0","64","55","12","0","61","54","14","0","58","43","6","0","66","62","3","0","63","56","20","1","55","44","15","3","48","34","8","0","54","41","17","0","56","42","5","0","72","66","10","0","66","63","9","0","64","53","20","2","54","45","21","3","61","53","14","0","50","35","17","3","48","33","19","3","45","33","11","0","55","43","10","0","65","58","16","0","57","44","11","0","59","49","22","3","51","37","18","1","55","38","2","0","71","69","4","0","65","57","13","0","58","49","10","0","57","47","12","0","56","46","5","0","72","69","18","0","53","36","18","0","60","53","10","0","58","51","22","3","62","55","14","2","58","51","10","0","50","35","12","2","64","56","12","0","64","58","18","0","58","51","10","0","62","57","17","0","65","57","24","2","49","31","9","0","55","45","16","0","52","38","11","0","61","52","18","1","56","46","15","0","54","46","10","0","59","49","5","0","65","61","18","0","47","29","12","0","59","50","28","7","57","48","16","0","66","59","14","0","65","57","15","1","56","48","13","0","58","47","17","1","46","29","23","4","55","40","12","0","57","40","11","0","52","39","2","0","72","67","3","0","67","60","16","2","49","37","14","0","59","53","8","0","59","54","17","0","60","52","14","0","57","49","18","4","52","40","6","0","66","62","19","3","70","63","20","2","55","40","14","0","58","48","17","3","46","28","7","0","67","63","12","0","60","50","27","8","49","38","11","0","61","51","18","3","53","41","15","0","61","51","13","0","62","55","5","0","63","59","20","0","50","37","6","0","70","67","19","0","47","29","18","4","55","39","22","4","47","31","9","0","60","57","17","1","61","51","14","0","54","44","7","0","69","64","9","0","63","62"
